time[h],concentration[ng/ml]
0.312174827,0.0628481954
0.5619147,2.855004
0.836628556,4.91428137
1.08636832,5.20463228
1.5608741,4.77452946
2.04786682,4.09170675
3.0593133,2.71338534
4.033299,1.625717
6.06867838,0.461119026
8.029136,0.09262876
10.0270548,0.0147127882
12.0,0.0126353791
