time[h],concentration[ng/ml]
0.246575341,0.4563107
0.465753436,2.6601944
0.6849315,4.32038832
0.986301363,4.699029
1.479452,4.184466
2.0,3.3300972
3.91780829,1.57281554
5.972603,0.5631068
7.972603,0.223300979
12.0,0.155339792
