time[h],concentration[ng/ml]
0.3575043,0.5701218
0.6449488,1.809891
0.998281658,1.94940221
1.55932927,1.706766
2.002062,1.585398
3.00650573,1.16240954
4.040718,0.8152587
5.01776361,0.4315488
6.99972725,0.155536056
9.011839,0.0505387224
