time[h],concentration[ng/ml]
0.2191781,1.49514568
0.4109589,3.91262126
0.7123288,4.86407757
0.986301363,5.339806
1.479452,5.28155327
2.05479455,4.35922337
2.87671232,3.34951472
4.027397,2.32038832
5.972603,0.9320388
7.972603,0.300970882
10.0273981,0.155339792
