time[h],concentration[µg/l]
0.0166666675,119.645096
0.05,81.9755249
0.166666672,59.53013
0.25,48.56415
0.5,34.92673
0.75,26.62338
1.0,21.50956
1.5,14.31494
2.0,11.0180607
3.0,7.332687
4.0,4.880014
5.0,3.24772286
6.0,2.268765
