time[h],concentration[µg/l]
21.1659985,0.1687764
21.25,11.30802
21.5,16.37131
21.75,21.94093
22.0,23.79747
22.5,24.13502
23.0,22.61603
23.5,18.73418
24.0,15.1898708
24.5,12.99578
25.0,8.607594
26.0,5.738397
27.0,3.8818562
28.0,2.700422
29.0,1.518987
