time[h],concentration[µg/l]
24.0833,58.44927
24.1659985,36.20037
24.75,15.58514
25.0,12.34989
25.5,9.781868
26.0,7.97601
26.5,6.048544
27.0,4.79097
27.5,3.686186
28.0,2.795301
29.0,1.728398
30.0,1.200309
31.0,0.8215605
32.0,0.4656433
