time[h],concentration[µg/l]
0.0833,79.2793655
0.33,29.99673
0.75,19.70345
1.5,12.21959
2.0,8.758207
3.0,4.908994
3.5,3.78297472
3.75,3.369605
4.0,3.089794
4.5,2.487013
5.0,2.001965
6.0,1.394845
7.0,0.9037912
8.0,0.5772151
9.0,0.3529025
10.0,0.242354885
11.0,0.1439441
