time[h],concentration[µg/l]
0.0833,56.78098
0.33333,27.89822
1.0,14.32412
1.5,11.53046
2.0,9.147926
3.0,5.434067
3.25,4.007402
3.5,3.569756
3.75,3.273098
4.0,2.958061
4.5,2.346838
5.0,1.94476306
6.0,1.394845
7.0,0.944073
8.0,0.6297493
9.0,0.4200633
10.0,0.260594
11.0,0.166425109
