time[h],concentration[mg/l]
0.696999967,1.19
1.53,0.955000043
2.14,0.906
3.06,0.866
4.29,0.815
5.98,0.721
7.95,0.707
11.8,0.596
23.9,0.467
36.0,0.326
48.4,0.268
71.2,0.171
96.9,0.103
