time[h],concentration[mg/l]
1.0,7.001333
1.23,8.14
1.459,8.11
1.944,7.92
2.45,8.08
3.02,8.06
3.98,8.1
5.03,7.51
5.97,7.43
6.99,7.2
7.96,7.03
8.88,6.82
9.9,6.47
10.9,6.28
