time[h],concentration[mg/l]
24.24,2.43
48.96,3.95
72.0,4.52
95.76,5.09
119.52,5.28
143.04,5.4
168.72,5.34
191.76,5.73
215.52,5.61
240.0,5.59
264.0,5.62
288.0,5.77
312.0,5.68
336.0,5.42
