time[h],concentration[µg/ml]
2.0,0.64
4.0,1.57
8.0,1.91000009
12.0,1.84
24.0,1.41
48.0,0.92
72.0,0.53
96.0,0.32
120.0,1.64
168.0,3.16
216.0,3.49
264.0,3.23
336.0,3.17
384.0,2.97
408.0,2.7
410.0,3.49
412.0,3.84
420.0,3.78
432.0,3.06
456.0,1.47
480.0,1.04
504.0,0.63
