time[h],concentration[µg/ml]
0.125,1.472046
0.25,2.524679
0.5,3.704028
0.75,4.308311
1.0,4.620304
2.0,4.181826
4.0,4.016406
7.0,3.665929
24.0,2.781302
48.0,1.780647
