time[h],concentration[µg/ml]
2.0,1.48
4.0,1.68
8.0,1.73
12.0,1.73
24.0,1.54
48.0,1.04
72.0,0.62
96.0,0.4
120.0,1.88
168.0,2.79
216.0,2.66
264.0,2.86
336.0,2.64
384.0,2.06
408.0,2.41
410.0,2.33
412.0,2.86
416.0,2.94
420.0,2.89
432.0,2.49
456.0,1.17
480.0,0.56
504.0,0.31
