time[h],concentration[µg/ml]
0.0,0.1
1.0,1.064933
2.0,1.776416
3.0,2.246716
4.0,2.422898
5.0,2.526679
6.0,2.526679
7.0,2.422898
8.0,2.303972
9.0,2.303972
10.0,2.382589
11.0,2.265642
12.0,2.402659
24.0,1.94812787
36.0,1.56639
48.0,1.270063
72.0,0.9080414
96.0,0.5821398
120.0,0.3578772
