time[h],concentration[µg/ml]
2.0,0.8098807
4.0,1.469556
7.0,1.603363
10.0,1.637069
24.0,1.404747
48.0,1.014824
72.0,0.5915335
96.0,0.3684892
168.0,0.1001441
