time[h],concentration[µg/ml]
2.0,0.57
4.0,1.28
8.0,1.55
12.0,1.41
24.0,1.47
48.0,0.95
72.0,0.71
96.0,0.86
120.0,2.25
168.0,2.99
216.0,2.88
264.0,2.85
336.0,2.81
384.0,2.49
408.0,2.52
410.0,2.97
412.0,3.6
416.0,3.32
420.0,3.05
432.0,2.07
456.0,0.9
480.0,0.5
504.0,0.26
