time[h],concentration[µg/ml]
2.0,0.7107734
4.0,1.37231159
8.0,1.78621113
12.0,1.72497928
24.0,1.54418766
48.0,0.997192264
72.0,0.619311869
96.0,0.440343171
120.0,1.92544532
168.0,3.01782
216.0,2.91605473
264.0,2.93093586
336.0,2.86091113
384.0,2.55847764
408.0,2.579751
410.0,2.94285727
412.0,3.47301078
416.0,3.45423937
420.0,3.22483373
432.0,2.46775055
456.0,1.23313832
480.0,0.6982537
504.0,0.393584251
