time[h],concentration[µg/ml]
0.5,0.4020101
1.0,0.6700168
1.5,1.21943
2.0,1.648241
2.5,2.036851
3.0,2.331658
4.0,2.653266
6.0,3.041876
8.0,2.948074
12.0,2.639866
24.0,2.371859
36.0,1.99664986
48.0,1.59464
72.0,1.085427
96.0,0.5360134
