time[h],concentration[µg/ml]
2.0,0.8
4.0,1.06
8.0,1.83
12.0,1.81
24.0,1.59
48.0,0.96
72.0,0.55
96.0,0.32
120.0,2.04
168.0,2.86
216.0,2.48
264.0,2.52
336.0,2.39
384.0,2.27
408.0,2.13
410.0,2.72
412.0,3.0
416.0,3.44
420.0,2.86
432.0,2.11
456.0,1.09
480.0,0.6
504.0,0.3
