time[h],concentration[µg/ml]
0.5,0.3
1.0,0.36
2.0,0.5
3.0,0.48999998
4.0,0.59
5.0,0.57
6.0,0.61
8.0,0.58
12.0,0.68
24.0,0.5
36.0,0.48
48.0,0.37
