time[h],concentration[µmol/l]
0.5,0.3127631
1.0,0.3913352
1.5,0.5099665
2.0,0.6401538
2.5,0.5469972
3.0,0.5281811
4.0,0.5310594
6.0,0.5029212
8.0,0.4630338
10.0,0.6121631
12.0,0.4687688
14.0,0.5677176
24.0,0.4353454
48.0,0.3557362
72.0,0.3045403
144.0,0.07974704
168.0,0.07148131
