time[h],concentration[µg/ml]
0.125,0.4196405
0.75,0.9550803
1.0,2.035065
2.0,3.086282
4.0,3.535106
7.0,3.507945
12.0,3.394583
24.0,3.17883
48.0,1.959743
72.0,1.314643
