time[h],concentration[µg/ml]
312.0,5.35977
314.0,6.430851
316.0,6.982509
318.0,7.118526
320.0,7.091334
322.0,6.885978
324.0,6.636095
328.0,6.077072
332.0,5.503095
336.0,5.137022
