time[h],concentration[µg/ml]
2.0,0.42
4.0,1.36
8.0,1.93999994
12.0,1.88
24.0,1.73
48.0,1.13
72.0,0.71
96.0,0.47
120.0,1.87
168.0,3.32
216.0,3.18
264.0,3.26
336.0,3.41
384.0,3.17
408.0,3.27
410.0,3.36
412.0,4.26
416.0,4.24
420.0,3.66
432.0,2.75
456.0,1.69
480.0,0.95
504.0,0.62
