time[h],concentration[µmol/l]
0.5,3.612479
1.0,6.666667
2.0,9.09688
3.0,11.03448
4.0,12.54516
6.0,13.59606
8.0,14.58128
12.0,15.20525
24.0,15.43514
48.0,11.33005
72.0,7.520525
96.0,4.99179
120.0,2.988506
