time[h],concentration[µg/ml]
480.0,4.177679
481.0,4.554937
482.0,5.556042
483.0,6.784015
484.0,7.312554
485.0,7.38738
486.0,7.424398
488.0,7.271592
490.0,6.513869
492.0,6.32328
496.0,5.639544
504.0,4.045353
