time[h],concentration[µmol/l]
0.5,1.098308
1.0,2.823753
1.5,3.306955
2.0,3.439108
2.5,6.12336
3.0,5.504462
4.0,4.876115
6.0,4.859974
8.0,4.485433
9.0,4.625852
12.0,4.605249
14.0,4.590206
24.0,3.759963
36.0,3.197951
48.0,2.50914
72.0,1.590116
144.0,0.6028646
168.0,0.3948629
