time[h],concentration[µg/ml]
0.5,0.4968722
1.0,0.8599568
1.25,1.305791
1.5,1.452307
2.0,1.63705
3.0,1.777248
4.0,1.96197
5.0,2.261351
6.0,2.407918
7.0,2.548065
9.0,2.713772
12.0,2.822165
14.0,2.99422
16.0,3.13446
24.0,3.548809
36.0,3.485664
48.0,3.008479
72.0,2.079576
96.0,1.252541
144.0,0.4584285
