time[h],concentration[µg/ml]
2.0,0.4843648
4.0,0.8101346
7.0,0.902249
10.0,0.9359124
24.0,0.7703457
48.0,0.5139764
72.0,0.2993638
96.0,0.2098731
168.0,0.008368263
