time[h],concentration[µmol/l]
1.5,1.661538
3.0,4.246154
4.0,5.030769
6.0,5.353846
8.0,5.907692
12.0,5.4
24.0,5.215384
36.0,4.107692
48.0,3.369231
72.0,2.123077
96.0,0.8769231
