time[h],concentration[µg/ml]
0.5,1.4
1.0,2.81
2.0,3.48
3.0,3.49
4.0,3.31
5.0,3.37
6.0,3.12
8.0,2.9
12.0,2.9
24.0,2.1
36.0,1.57
48.0,1.21
