time[h],concentration[µmol/l]
1.5,4.984615
3.0,14.53846
4.0,17.07692
6.0,18.18462
8.0,20.86154
12.0,19.84615
24.0,17.26154
36.0,15.04615
48.0,11.21538
72.0,7.061539
96.0,3.784615
