time[h],concentration[µmol/l]
0.5,18.9776611
1.0,19.4403019
1.5,16.8244724
2.0,11.1716461
3.0,5.972424
4.0,3.19289112
5.0,1.62666118
6.0,1.02932453
8.0,0.432497174
10.0,0.260806262
12.0,0.177400157
16.0,0.10443075
24.0,0.069343254
