time[h],concentration[µmol/l]
0.5,1.42292488
1.0,1.7391305
1.5,1.18577075
2.0,0.869565248
4.0,0.2864002
6.0,0.09598334
8.0,0.0511916131
12.0,0.0251532122
15.0,0.0149649121
24.0,0.0127015766
32.0,0.006961935
