time[h],concentration[µmol/l]
0.5,5.31237745
1.0,7.465619
1.5,8.094303
2.0,7.54420471
3.0,4.80943
4.0,2.89194512
5.0,1.44597256
6.0,0.848723
8.0,0.282907665
10.0,0.172888011
12.0,0.141453832
