time[h],concentration[ng/ml]
0.0,1.0
0.25,59.19643
0.5,49.01786
1.0,36.42857
1.5,27.58928
2.0,21.42857
3.0,15.5357094
4.0,11.25
6.0,6.696429
8.0,3.482143
12.0,1.339286
