time[h],concentration[ng/ml]
0.25,367.0
0.5,280.0
0.75,197.0
1.0,177.0
1.5,129.0
2.0,102.0
3.0,67.0
4.0,48.9999962
5.0,29.0
6.0,25.0
8.0,14.0
10.0,11.0
12.0,13.0
