time[h],concentration[ng/ml]
0.5,8.587156
1.0,46.56881
1.5,43.48624
2.0,37.43119
3.0,23.66973
4.0,17.0642185
5.0,10.45872
6.0,7.48623848
8.0,5.06422
10.0,3.302752
