time[h],concentration[ng/ml]
0.25,28.07617
0.5,22.01741
1.2166667,14.24062
2.1833334,7.675129
3.1833334,6.201037
4.16666651,4.860217
5.1833334,3.732899
7.16666651,2.537386
9.183333,1.889208
11.166667,1.572301
13.166667,1.256607
