time[h],concentration[ng/ml]
6.0,2.067511
6.25,36.42757
6.5,52.96765
6.66666651,31.8987389
6.83333349,26.48383
7.0,22.1519
7.25,18.41069
7.5,16.63854
8.0,12.70042
9.0,8.959212
10.0,5.80872
12.0,4.233474
14.0,2.461322
