time[h],concentration[ng/ml]
0.25,11.3585
0.5,50.99948
0.75,53.96478
1.0,52.07867
1.25,49.20153
1.5,42.69612
2.0,41.1976
3.0,30.7935123
4.0,21.44283
5.0,14.20879
6.0,9.08786
7.0,7.501276
8.0,4.663615
10.0,2.605565
