time[h],concentration[ng/ml]
0.25,7.217612
0.5,42.72161
0.75,46.83517
1.0,42.70817
1.25,47.15435
1.5,41.50267
2.0,39.20428
3.0,29.72177
4.0,22.85464
5.0,15.03755
6.0,9.68621
7.0,6.697373
8.0,5.077395
10.0,2.981042
12.0,1.97421014
