time[h],concentration[ng/ml]
0.08333333,425.0
0.166666672,372.0
0.25,321.0
0.5,264.0
0.75,206.0
1.0,187.0
1.5,142.0
2.0,115.0
3.0,63.0
4.0,48.0
5.0,34.0
6.0,29.0
8.0,16.0
10.0,14.999999
12.0,11.0
