time[h],concentration[ng/ml]
0.08,0.9190347
0.25,6.266825
0.5,8.664772
0.75,8.440037
1.0,7.907511
1.5,8.109928
2.0,7.11866
2.5,5.932589
3.0,4.817403
4.0,3.711723
6.0,2.203436
8.0,1.589032
10.0,1.131152
