time[h],concentration[ng/ml]
0.25,121.0
0.5,223.0
0.75,133.0
1.0,100.0
1.5,76.0
2.0,64.0
3.0,52.0
4.0,28.0
5.0,17.0
6.0,11.0
8.0,4.5
10.0,2.0
12.0,2.0
