time[h],concentration[ng/ml]
0.08333333,314.0
0.166666672,233.0
0.25,183.0
0.5,183.0
0.75,138.000015
1.0,107.0
1.5,69.00001
2.0,56.0
3.0,37.0
4.0,23.0
5.0,18.0
6.0,14.0
8.0,8.0
10.0,5.0
12.0,2.0
