time[h],concentration[ng/ml]
0.5,3.144234
1.0,2.555757
1.5,1.68580329
2.0,1.2363075
2.5,1.00116265
3.0,0.781851232
3.5,0.6696615
4.0,0.597655654
4.5,0.470638126
5.0,0.382138252
6.0,0.335310876
8.0,0.230253682
12.0,0.138632759
15.0,0.113536514
24.0,0.0473631248
