time[h],concentration[ng/ml]
0.08333333,310.0
0.166666672,281.0
0.25,262.0
0.5,220.0
0.75,190.0
1.0,171.000015
1.5,138.000015
2.0,121.0
3.0,72.99999
4.0,53.0
5.0,39.0
6.0,29.9999981
8.0,19.0
10.0,10.0
12.0,7.0
