time[h],concentration[ng/ml]
0.25,337.0
0.5,190.0
0.75,135.0
1.0,109.0
1.5,81.0
2.0,78.0
3.0,50.0
4.0,40.0
5.0,25.0
6.0,18.0
8.0,9.0
10.0,6.0
12.0,4.0
