time[h],concentration[ng/ml]
0.0,0.5
0.5,11.05903
1.0,15.85938
1.5,15.4947891
2.0,13.67188
2.5,11.72743
3.0,9.600695
4.0,6.623264
5.0,3.585069
6.0,2.795139
8.0,1.762153
