time[h],concentration[ng/ml]
0.25,80.0
0.5,126.0
0.75,77.0
1.0,72.99999
1.5,57.0
2.0,48.9999962
3.0,32.0
4.0,25.0
5.0,11.0
6.0,8.0
8.0,4.0
10.0,2.0
12.0,2.0
