time[h],concentration[ng/ml]
0.17,27.32583
0.33,20.09695
0.5,15.6458292
0.75,12.18056
1.0,9.924419
2.0,5.307334
3.0,3.604433
4.0,2.71193
6.0,1.417637
8.0,1.111866
12.0,0.5455595
24.0,0.1395523
