time[h],concentration[mg/l]
0.5,0.04307222
0.75,0.0908631161
1.0,0.057741113
1.5,0.04495055
2.0,0.02881463
2.5,0.0243284
3.0,0.02263602
4.0,0.0217814818
6.0,0.0129127391
8.0,0.01067114
12.0,0.006724471
24.0,0.001317428
