time[h],concentration[ng/ml]
0.08,1.40416312
0.16,18.85978
0.25,41.8989868
0.33,61.10057
0.5,51.35668
0.75,46.1532135
1.0,42.00329
1.5,31.96778
2.0,25.75769
3.0,17.1646271
4.0,12.0828705
6.0,5.715175
8.0,3.191968
