time[h],concentration[ng/ml]
0.05,116.8272
0.1,104.1465
0.15,102.0316
0.2,89.6515
0.25,86.93279
0.333333343,79.98593
0.5,75.14915
0.75,61.85713
1.0,53.99871
1.5,41.60297
2.0,33.1307
3.0,24.9426
4.0,13.43272
8.0,4.226058
