time[h],concentration[mg/l]
0.08,0.09758067
0.25,0.03907629
0.5,0.05068097
0.75,0.03636054
1.0,0.0355256125
2.0,0.0219095089
2.5,0.01560594
3.0,0.01297092
4.0,0.007318588
6.0,0.002545309
8.0,0.00120531709
