time[h],concentration[ng/ml]
0.5,4.093904
1.0,18.32026
1.5,19.03854
2.0,17.12886
3.0,10.3091
4.0,6.675958
5.0,3.608443
6.0,2.60466123
7.0,1.976102
17.0,0.183417
