time[h],concentration[ng/ml]
0.25,170.0
0.5,140.0
0.75,101.0
1.0,75.0
1.5,55.0
2.0,43.0
3.0,24.0
4.0,14.999999
5.0,12.0
6.0,8.0
8.0,4.0
10.0,2.0
12.0,2.0
