time[h],concentration[ng/ml]
0.0,61.62133
0.08,26.18743
0.17,20.44153
0.33,14.41864
0.5,11.38242
0.75,9.399508
1.0,7.849926
1.17,7.337121
1.25,6.630036
1.5,5.537023
1.75,4.892001
2.0,4.273728
2.5,3.733594
3.0,3.225206
4.0,2.406679
5.0,1.92140388
6.0,1.450004
7.0,1.355281
8.0,1.10664892
9.0,0.9036291
