time[h],concentration[ng/ml]
0.167,49.5097
0.333,16.9859
0.5,13.99644
0.75,10.31037
1.0,8.849173
2.0,5.05289
4.0,2.885207
6.0,1.565634
8.0,1.277011
12.0,0.8240038
