time[h],concentration[ng/ml]
0.25,11.06758
0.5,12.50018
0.75,11.06758
1.0,8.85394
1.5,8.501889
2.0,7.919147
2.5,5.84143829
3.0,4.487272
4.0,3.553537
6.0,2.930626
8.0,1.875546
