time[h],concentration[ng/ml]
0.0833333358,2.0
0.25,5.06
0.5,7.44
1.0,6.17
1.25,5.75
1.5,4.39
1.75,3.96999979
2.0,3.58000016
2.5,2.69
3.0,2.5
4.0,1.69
5.0,1.31
6.0,1.11
7.0,0.92
8.0,0.69
9.0,0.61
